full_name,position,career_length,position_group
Todd Lyght,DB,3,DB
Keith Lyle,DB,3,DB
Rick Lyle,DL,4,DL
Ben Lynch,OL,3,OL
John Lynch,DB,8,DB
Billy Lyon,DL,4,DL
Matt Lytle,QB,2,QB
J.P. Machado,OL,4,OL
Stacey Mack,RB,4,RB
Tremain Mack,DB,1,DB
Chad Mackey,WR,1,WR
Mark Maddox,LB,1,LB
Sam Madison,DB,9,DB
Joel Makovicka,RB,3,RB
Mike Mamula,DL,1,DL
Kris Mangum,TE,7,TE
Patrick Mannelly,OL,14,OL
Peyton Manning,QB,15,QB
Olindo Mare,SPEC,13,SP
Brock Marion,DB,5,DB
Cecil Martin,RB,4,RB
Curtis Martin,RB,6,RB
Jamie Martin,QB,9,QB
Steve Martin,DL,5,DL
Tony Martin,WR,2,WR
Lonnie Marts,LB,1,LB
Russell Maryland,DL,1,DL
Mike Maslowski,LB,4,LB
Derrick Mason,WR,12,WR
Eddie Mason,LB,3,LB
Michael Mason,DL,1,DL
Jason Mathews,OL,5,OL
Kevin Mathis,DB,7,DB
Terance Mathis,WR,3,WR
Bruce Matthews,OL,2,OL
Shane Matthews,QB,7,QB
Kevin Mawae,OL,10,OL
Jermane Mayberry,OL,6,OL
Alonzo Mayes,TE,2,TE
Derrick Mayes,WR,1,WR
Brad Maynard,SPEC,12,SP
Fred McAfee,RB,7,RB
Chris McAlister,DB,10,DB
Tod McBride,DB,5,DB
Gerald McBurrows,DB,4,DB
Ed McCaffrey,WR,4,WR
Keenan McCardell,WR,8,WR
Dexter McCleon,DB,7,DB
J.J. McCleskey,DB,1,DB
Tyrus McCloud,LB,1,LB
Todd McClure,OL,13,OL
Andy McCollum,OL,9,OL
Tony McCoy,DL,1,DL
Fred McCrary,RB,8,RB
Michael McCrary,DL,3,DL
George McCullough,DB,2,DB
Daylon McCutcheon,DB,7,DB
Ed McDaniel,LB,2,LB
Emmanuel McDaniel,DB,4,DB
Jeremy McDaniel,WR,2,WR
Randall McDaniel,OL,2,OL
Pellom McDaniels,DL,1,DL
Ramos McDonald,DB,1,DB
O.J. McDuffie,WR,2,WR
Ray McElroy,DB,2,DB
Anthony McFarland,DL,12,DL
Wane McGarity,WR,2,WR
Scott McGarrahan,DB,6,DB
Tony McGee,TE,4,TE
Willie McGinest,DL,9,DL
Chester McGlockton,DL,4,DL
Reggie McGrew,DL,3,DL
Travis McGriff,WR,2,WR
Keith McKenzie,DL,4,DL
Mike McKenzie,DB,10,DB
Raleigh McKenzie,OL,1,OL
Dennis McKinley,RB,3,RB
Jeremy McKinney,OL,3,OL
Steve McKinney,OL,9,OL
Ronald McKinnon,LB,6,LB
James McKnight,WR,4,WR
John McLaughlin,DL,1,DL
Kevin McLeod,RB,2,RB
Donovan McNabb,QB,12,QB
Steve McNair,QB,8,QB
Ryan McNeil,DB,4,DB
Cade McNown,QB,2,QB
R.W. McQuarters,DB,9,DB
Tim McTyer,DB,1,DB
Johnny McWilliams,TE,1,TE
Adam Meadows,OL,5,OL
Natrone Means,RB,1,RB
Marc Megna,LB,1,LB
Darren Mickell,DL,2,DL
Ray Mickens,DB,6,DB
Terry Mickens,WR,1,WR
Frank Middleton,OL,5,OL
Glyn Milburn,RB,2,RB
Itula Mili,TE,7,TE
Arnold Miller,DL,2,DL
Billy Miller,TE,8,TE
Bubba Miller,OL,3,OL
Craig Miller,DB,1,DB
Fred Miller,OL,9,OL
Jamir Miller,LB,2,LB
Jim Miller,QB,4,QB
Josh Miller,SPEC,9,SP
Lawyer Milloy,DB,11,DB
Brian Milne,RB,1,RB
Kory Minor,LB,3,LB
Barry Minter,LB,2,LB
Mike Minter,DB,7,DB
Paul Miranda,DB,3,DB
Rick Mirer,QB,5,QB
Anthony Mitchell,DB,6,DB
Basil Mitchell,RB,1,RB
Brandon Mitchell,DL,5,DL
Brian Mitchell,RB,4,RB
Donald Mitchell,DB,3,DB
Jeff Mitchell,OL,6,OL
Keith Mitchell,LB,4,LB
Kevin Mitchell,LB,4,LB
Pete Mitchell,TE,4,TE
Scott Mitchell,QB,2,QB
Tywan Mitchell,WR,2,WR
Kenny Mixon,DL,5,DL
John Mobley,LB,4,LB
Chris Mohr,SPEC,5,SP
Mike Mohring,DL,2,DL
Alex Molden,DB,4,DB
Monty Montgomery,DB,2,DB
Joe Montgomery,RB,3,RB
Pete Monty,LB,2,LB
Warren Moon,QB,1,QB
Damon Moore,DB,3,DB
Dave Moore,TE,7,TE
Herman Moore,WR,3,WR
Jason Moore,DB,6,DB
Jerald Moore,RB,1,RB
Larry Moore,OL,6,OL
Marty Moore,LB,2,LB
Rob Moore,WR,2,WR
Tim Morabito,DL,1,DL
Sean Moran,DL,4,DL
Moses Moreno,QB,1,QB
Harold Morrow,RB,6,RB
Johnnie Morton,WR,6,WR
Mike Morton,LB,2,LB
Randy Moss,WR,12,WR
Eric Moulds,WR,8,WR
Muhsin Muhammad,WR,10,WR
Mustafah Muhammad,DB,1,DB
Edwin Mulitalo,OL,9,OL
Eddie Murray,SPEC,1,SP
Adrian Murrell,RB,2,RB
Greg Myers,DB,1,DB
Michael Myers,DL,8,DL
DeShone Myles,LB,2,LB
Toby Myles,OL,2,OL
Tom Myslinski,OL,1,OL
Chris Naeole,OL,9,OL
Jamie Nails,OL,3,OL
Tom Nalen,OL,9,OL
Marcus Nash,WR,1,WR
Hannibal Navies,LB,8,LB
Lorenzo Neal,RB,10,RB
Joe Nedney,SPEC,10,SP
Dan Neil,OL,5,OL
Jim Nelson,LB,6,LB
Reggie Nelson,OL,12,OL
Jamar Nesbit,OL,10,OL
Quentin Neujahr,OL,1,OL
Jeremy Newberry,OL,8,OL
Keith Newman,LB,7,LB
Dat Nguyen,LB,6,LB
Hardy Nickerson,LB,8,LB
Brandon Noble,DL,5,DL
Gabe Northern,DL,1,DL
Ken Norton,LB,1,LB
Tom Nutten,OL,5,OL
Chukie Nwokorie,DL,4,DL
Neil O'Donnell,QB,4,QB
Matt O'Dwyer,OL,5,OL
Kevin O'Neill,LB,1,LB
Roman Oben,OL,8,OL
Jason Odom,OL,1,OL
Eric Ogbogu,DL,6,DL
Jeff Ogden,WR,3,WR
Jonathan Ogden,OL,8,OL
Kendall Ogle,LB,1,LB
Chike Okeafor,DL,9,DL
Chris Oldham,DB,2,DB
Winslow Oliver,RB,1,RB
Brock Olivo,RB,2,RB
Benji Olson,OL,8,OL
Tony Orlandini,OL,1,OL
Chuck Osborne,DL,1,DL
Jerry Ostroski,OL,2,OL
Phil Ostrowski,OL,1,OL
Brad Ottis,DL,1,DL
Chad Overhauser,OL,2,OL
Rich Owens,DL,2,DL
Terrell Owens,WR,11,WR
Orlando Pace,OL,10,OL
Craig Page,OL,1,OL
Solomon Page,OL,4,OL
David Palmer,RB,1,RB
Mitch Palmer,LB,1,LB
Joe Panos,OL,1,OL
Anthony Parker,DB,2,DB
De'Mond Parker,RB,2,RB
Glenn Parker,OL,2,OL
Larry Parker,WR,2,WR
Riddick Parker,DL,4,DL
Sirr Parker,WR,1,WR
Vaughn Parker,OL,5,OL
Nathan Parks,OL,1,OL
Bernie Parmalee,RB,1,RB
John Parrella,DL,5,DL
Tony Parrish,DB,7,DB
Ty Parten,DL,1,DL
Jerome Pathon,WR,6,WR
David Patten,WR,9,WR
Marvcus Patton,LB,3,LB
Jeff Paulk,RB,1,RB
Bryce Paup,LB,1,LB
Seth Payne,DL,7,DL
Doug Pederson,QB,5,QB
Rodney Peete,QB,5,QB
Troy Pelshak,LB,1,LB
Darren Perry,DB,1,DB
Ed Perry,TE,5,TE
Jason Perry,DB,3,DB
Todd Perry,OL,4,OL
Christian Peter,DL,3,DL
Jason Peter,DL,2,DL
Mike Peterson,LB,13,LB
Todd Peterson,SPEC,6,SP
Luke Petitgout,OL,8,OL
Perry Phenix,DB,2,DB
Roman Phifer,LB,6,LB
Ryan Phillips,LB,2,LB
Carl Pickens,WR,1,WR
Pete Pierson,OL,3,OL
Evan Pilgrim,OL,1,OL
Zach Piller,OL,7,OL
Kavika Pittman,DL,4,DL
Michael Pittman,RB,14,RB
Scott Player,SPEC,8,SP
Anthony Pleasant,DL,4,DL
Chad Plummer,WR,1,WR
Jake Plummer,QB,7,QB
Anthony Poindexter,DB,1,DB
Marcus Pollard,TE,9,TE
Keith Poole,WR,2,WR
Tyrone Poole,DB,7,DB
Daniel Pope,SPEC,2,SP
Marquez Pope,DB,2,DB
Robert Porcher,DL,5,DL
Daryl Porter,DB,2,DB
Joey Porter,LB,13,LB
Jeff Posey,LB,7,LB
Darryl Pounds,DB,1,DB
Shar Pourdanesh,OL,2,OL
Carl Powell,DL,6,DL
Ron Powlus,QB,1,QB
Marcus Price,OL,6,OL
Peerless Price,WR,8,WR
Shawn Price,DL,3,DL
Mike Pringley,DL,2,DL
Pierson Prioleau,DB,11,DB
Kelvin Pritchett,DL,5,DL
Stanley Pritchett,RB,5,RB
Ricky Proehl,WR,7,WR
Trevor Pryce,DL,11,DL
Alfred Pupunu,TE,1,TE
Jim Pyne,OL,2,OL
Shelton Quarles,LB,7,LB
Jonathan Quinn,QB,5,QB
Mike Quinn,QB,3,QB
Wali Rainer,LB,6,LB
John Randle,DL,4,DL
Derrick Ransom,DL,5,DL
Walter Rasby,TE,5,TE
Dawud Rasheed,RB,1,RB
Cory Raymer,OL,6,OL
Montae Reagor,DL,8,DL
Anthony Redmon,OL,1,OL
Andre Reed,WR,1,WR
Jake Reed,WR,4,WR
Ike Reese,LB,7,LB
Izell Reese,DB,5,DB
John Reeves,LB,1,LB
Scott Rehberg,OL,4,OL
Spencer Reid,LB,1,LB
Errict Rhett,RB,1,RB
Coby Rhinehart,DB,4,DB
Jerry Rice,WR,5,WR
Ron Rice,DB,2,DB
Simeon Rice,DL,8,DL
Damien Richardson,DB,3,DB
Kyle Richardson,SPEC,5,SP
Tony Richardson,RB,11,RB
Wade Richey,SPEC,5,SP
David Richie,DL,1,DL
Mikhael Ricks,WR,5,WR
Tim Ridder,OL,2,OL
Jay Riemersma,TE,5,TE
Victor Riley,OL,6,OL
Andre Rison,WR,1,WR
Jon Ritchie,RB,5,RB
Marco Rivera,OL,7,OL
Ron Rivers,RB,1,RB
Willie Roaf,OL,6,OL
Michael Roan,TE,1,TE
Austin Robbins,DL,1,DL
Barret Robbins,OL,4,OL
Ray Roberts,OL,1,OL
Marcus Robertson,DB,3,DB
Bryan Robinson,DL,11,DL
Damien Robinson,DB,4,DB
Eddie Robinson,LB,3,LB
Eugene Robinson,DB,1,DB
Jeff Robinson,TE,8,TE
Marcus Robinson,WR,7,WR
Derrick Rodgers,LB,5,LB
Charlie Rogers,RB,4,RB
Sam Rogers,LB,6,LB
Tyrone Rogers,DL,5,DL
Samari Rolle,DB,9,DB
Bill Romanowski,LB,4,LB
Mike Rosenthal,OL,7,OL
Adrian Ross,LB,4,LB
Oliver Ross,OL,7,OL
Allen Rossum,DB,10,DB
Tom Rouen,SPEC,6,SP
Raleigh Roundtree,OL,4,OL
Mark Royals,SPEC,4,SP
Orpheus Roye,DL,9,DL
Todd Rucci,OL,1,OL
Mike Rucker,DL,8,DL
Dwayne Rudd,LB,4,LB
Tim Ruddy,OL,4,OL
Grey Ruegamer,OL,9,OL
Orlando Ruff,LB,6,LB
Chris Ruhman,OL,1,OL
Jon Runyan,OL,15,OL
Reggie Rusk,DB,1,DB
Steve Russ,LB,1,LB
Darrell Russell,DL,3,DL
Twan Russell,LB,4,LB
Johnny Rutledge,LB,4,LB
Rod Rutledge,TE,3,TE
Ephraim Salaam,OL,11,OL
Joe Salave'a,DL,6,DL
Tarek Saleh,RB,2,RB
Khari Samuel,LB,2,LB
Chris Sanders,WR,3,WR
Deion Sanders,DB,3,DB
Frank Sanders,WR,4,WR
Scott Sanderson,OL,4,OL
Sulecio Sanford,WR,1,WR
O.J. Santiago,TE,3,TE
Warren Sapp,DL,8,DL
Jeff Saturday,OL,13,OL
Craig Sauer,LB,1,LB
Todd Sauerbrun,SPEC,8,SP
Cory Sauter,QB,3,QB
Talance Sawyer,DL,4,DL
Noel Scarlett,DL,1,DL
Ryan Schau,OL,3,OL
Mark Schlereth,OL,1,OL
Cory Schlesinger,RB,7,RB
Bill Schroeder,WR,5,WR
Lance Schulters,DB,8,DB
Kurt Schulz,DB,2,DB
Brad Scioli,DL,5,DL
Chad Scott,DB,7,DB
Darnay Scott,WR,3,WR
Lance Scott,OL,1,OL
Yusuf Scott,OL,2,OL
Tracy Scroggins,DL,2,DL
Leon Searcy,OL,2,OL
Corey Sears,DL,4,DL
Junior Seau,LB,10,LB
Jason Sehorn,DB,4,DB
Mike Sellers,RB,10,RB
Tony Semple,OL,3,OL
Kato Serwanga,DB,4,DB
Wasswa Serwanga,DB,2,DB
Sam Shade,DB,3,DB
Larry Shannon,WR,1,WR
Shannon Sharpe,TE,4,TE
Darren Sharper,DB,11,DB
Jamie Sharper,LB,6,LB
Bobby Shaw,WR,5,WR
Harold Shaw,RB,1,RB
Terrance Shaw,DB,5,DB
Kenny Shedd,WR,1,WR
Daimon Shelton,RB,6,RB
L.J. Shelton,OL,9,OL
Leslie Shepherd,WR,1,WR
Paul Shields,RB,1,RB
Scott Shields,DB,1,DB
Will Shields,OL,7,OL
Dainon Sidney,DB,4,DB
Anthony Simmons,LB,5,LB
Brian Simmons,LB,8,LB
Clyde Simmons,DL,1,DL
Jason Simmons,DB,8,DB
Tony Simmons,WR,3,WR
Antoine Simpson,DL,1,DL
Keith Sims,OL,1,OL
Kaseem Sinceno,TE,2,TE
Michael Sinclair,DL,2,DL
Alshermond Singleton,LB,2,LB
Tony Siragusa,DL,2,DL
Chris Slade,LB,2,LB
David Sloan,TE,4,TE
Torrance Small,WR,2,WR
Joel Smeenge,DL,1,DL
Aaron Smith,DL,12,DL
Akili Smith,QB,3,QB
Antowain Smith,RB,6,RB
Brady Smith,DL,6,DL
Brent Smith,OL,4,OL
Brian Smith,LB,2,LB
Bruce Smith,DL,4,DL
Chuck Smith,DL,1,DL
Darrin Smith,LB,5,LB
Derek G. Smith,OL,1,OL
Derek M. Smith,LB,2,LB
Detron Smith,RB,4,RB
Emmitt Smith,RB,5,RB
Fernando Smith,DL,1,DL
Frankie Smith,DB,2,DB
Hunter Smith,SPEC,11,SP
Jeff Smith,OL,9,OL
Jimmy Smith,WR,16,WR
Lamar Smith,RB,4,RB
Larry Smith,DL,5,DL
Mark Smith,DL,3,DL
Marquis Smith,DB,2,DB
Neil Smith,DL,1,DL
Otis Smith,DB,4,DB
Robert Smith,RB,1,RB
Rod Smith,WR,13,WR
Shevin Smith,DB,1,DB
Thomas Smith,DB,2,DB
Travian Smith,LB,5,LB
Paul Snellings,OL,1,OL
Matt Snider,RB,2,RB
Jerald Sowell,RB,7,RB
Phillippi Sparks,DB,1,DB
Marcus Spears,OL,14,OL
Alonzo Spellman,DL,2,DL
Blake Spence,TE,1,TE
Jimmy Spencer,DB,4,DB
Paul Spicer,DL,10,DL
Cameron Spikes,OL,5,OL
Takeo Spikes,LB,13,LB
Greg Spires,DL,8,DL
T. Marcus Spriggs,OL,2,OL
Marcus Spriggs,DL,4,DL
Shawn Springs,DB,10,DB
Jeremy Staat,DL,2,DL
Brian Stablein,WR,1,WR
Brenden Stai,OL,3,OL
Duce Staley,RB,7,RB
Chad Stanley,SPEC,7,SP
Duane Starks,DB,7,DB
Aaron Stecker,RB,10,RB
Glen Steele,DL,4,DL
Jamain Stephens,OL,2,OL
Reggie Stephens,DB,4,DB
Mark Stepnoski,OL,2,OL
Todd Steussie,OL,8,OL
Matt Stevens,DB,4,DB
James Stewart,RB,3,RB
Kordell Stewart,QB,6,QB
Rayna Stewart,DB,1,DB
Ryan Stewart,DB,1,DB
Gary Stills,LB,9,LB
Matt Stinchcomb,OL,6,OL
Barry Stokes,OL,7,OL
J.J. Stokes,WR,4,WR
Brandon Stokley,WR,14,WR
Bryan Stoltenberg,OL,1,OL
Dwight Stone,WR,1,WR
Ron Stone,OL,7,OL
Erik Storz,LB,1,LB
Omar Stoutmire,DB,8,DB
Matt Stover,SPEC,10,SP
Pete Stoyanovich,SPEC,1,SP
Michael Strahan,DL,8,DL
Rahmaan Streater,DL,1,DL
Tai Streets,WR,5,WR
Vernon Strickland,LB,1,LB
Korey Stringer,OL,1,OL
Mack Strong,RB,8,RB
Dan Stryzinski,SPEC,4,SP
Dana Stubblefield,DL,4,DL
Lorenzo Styles,LB,1,LB
Chris Sullivan,DL,2,DL
Kywin Supernaw,DB,2,DB
Patrick Surtain,DB,12,DB
Jason Suttle,DB,2,DB
Eric Swann,DL,1,DL
Pete Swanson,OL,1,OL
Shawn Swayda,DL,2,DL
Harry Swayne,OL,2,OL
Justin Swift,TE,3,TE
Michael Swift,DB,1,DB
Rashod Swinger,DL,1,DL
Sam Sword,LB,3,LB
David Szott,OL,2,OL
John Tait,OL,9,OL
Pene Talamaivao,DL,1,DL
Barron Tanner,DL,4,DL
Maa Tanuvasa,DL,2,DL
Jim Tarle,SPEC,2,SP
Robert Tate,DB,6,DB
Josh Taves,DL,3,DL
Bobby Taylor,DB,5,DB
Fred Taylor,RB,11,RB
Henry Taylor,DL,2,DL
Jason Taylor,DL,13,DL
Ryan Taylor,LB,4,LB
George Teague,DB,2,DB
Trey Teague,OL,7,OL
Daryl Terrell,OL,4,OL
David Terrell,DB,6,DB
Chris Terry,OL,7,OL
Corey Terry,DL,1,DL
Tim Terry,LB,3,LB
Vinny Testaverde,QB,8,QB
Larry Tharpe,OL,1,OL
Keith Thibodeaux,DB,2,DB
John Thierry,DL,3,DL
Yancey Thigpen,WR,1,WR
Chris Thomas,WR,2,WR
Dave Thomas,DB,2,DB
Fred Thomas,DB,8,DB
Henry Thomas,DL,1,DL
Hollis Thomas,DL,9,DL
Lamar Thomas,WR,1,WR
Mark Thomas,DL,2,DL
Orlando Thomas,DB,2,DB
Randy Thomas,OL,10,OL
Ratcliff Thomas,LB,1,LB
Robert Thomas,RB,14,RB
Rodney Thomas,RB,5,RB
Thurman Thomas,RB,1,RB
Tra Thomas,OL,10,OL
William Thomas,LB,2,LB
Zach Thomas,LB,11,LB
Jeff Thomason,TE,4,TE
Derrius Thompson,WR,5,WR
Mike Thompson,DL,2,DL
John Thornton,DL,9,DL
James Thrash,WR,9,WR
Pat Tillman,DB,2,DB
Adam Timmerman,OL,7,OL
Robbie Tobeck,OL,7,OL
Brandon Tolbert,LB,1,LB
Billy Joe Tolliver,QB,1,QB
Mike Tomczak,QB,1,QB
Jared Tomich,DL,3,DL
Reggie Tongue,DB,6,DB
Amani Toomer,WR,9,WR
Steve Tovar,LB,1,LB
Deshea Townsend,DB,11,DB
James Trapp,DB,4,DB
Keith Traylor,DL,8,DL
Adam Treu,OL,7,OL
Jeremiah Trotter,LB,9,LB
Winfred Tubbs,LB,1,LB
Jason Tucker,WR,1,WR
Rex Tucker,OL,6,OL
Ryan Tucker,OL,9,OL
Jessie Tuggle,LB,1,LB
Van Tuinei,DL,1,DL
Jerame Tuman,TE,9,TE
Tom Tupa,SPEC,5,SP
Matt Turk,SPEC,11,SP
Kyle Turley,OL,6,OL
Jim Turner,WR,2,WR
Scott Turner,DB,3,DB
Melvin Tuten,OL,3,OL
Rich Tylski,OL,3,OL
Artie Ulmer,LB,6,LB
Dimitrius Underwood,DL,2,DL
Morris Unutoa,OL,3,OL
Regan Upshaw,DL,5,DL
Iheanyi Uwaezuoke,WR,1,WR
Alex Van Dyke,WR,1,WR
Eric Vance,DB,3,DB
Mike Vanderjagt,SPEC,7,SP
Alex Van Pelt,QB,4,QB
Ross Verba,OL,5,OL
Kipp Vickers,OL,3,OL
Chris Villarrial,OL,7,OL
Adam Vinatieri,SPEC,20,SP
Troy Vincent,DB,7,DB
Fred Vinson,DB,1,DB
Kimo von Oelhoffen,DL,2,DL
Mike Vrabel,LB,11,LB
John Wade,OL,9,OL
Andre Wadsworth,DL,1,DL
Mike Wahle,OL,9,OL
Frank Wainright,TE,1,TE
Craig Walendy,RB,1,RB
Bracy Walker,DB,6,DB
Brian Walker,DB,4,DB
Darnell Walker,DB,1,DB
Denard Walker,DB,6,DB
Gary Walker,DL,6,DL
Marquis Walker,DB,1,DB
Rod Walker,DL,4,DL
Al Wallace,DL,6,DL
Wesley Walls,TE,4,TE
Chris Walsh,WR,3,WR
Ken Walter,SPEC,6,SP
Zack Walz,LB,2,LB
Dedric Ward,WR,5,WR
Hines Ward,WR,12,WR
Phillip Ward,LB,1,LB
Brad Ware,DB,1,DB
Eric Warfield,DB,6,DB
Kurt Warner,QB,10,QB
Chris Warren,RB,2,RB
Damon Washington,RB,3,RB
Dewayne Washington,DB,2,DB
Keith Washington,DL,6,DL
Ted Washington,DL,8,DL
Todd Washington,OL,6,OL
Chris Watson,DB,3,DB
Justin Watson,RB,10,RB
Ricky Watters,RB,2,RB
Nate Wayne,LB,6,LB
Fred Weary,DB,8,DB
Andre Weathers,DB,1,DB
Jed Weaver,TE,5,TE
Richmond Webb,OL,3,OL
Larry Webster,DL,5,DL
Floyd Wedderburn,OL,3,OL
Todd Weiner,OL,9,OL
John Welbourn,OL,8,OL
Dean Wells,LB,2,LB
Mike Wells,DL,2,DL
Joe Wesley,LB,2,LB
Lyle West,DB,3,DB
Bryant Westbrook,DB,3,DB
Michael Westbrook,WR,3,WR
Ryan Wetnight,TE,1,TE
Tyrone Wheatley,RB,8,RB
Larry Whigham,DB,3,DB
Chris White,DL,10,DL
Reggie White,DL,2,DL
Steve White,DL,3,DL
Willie Whitehead,DL,7,DL
Bob Whitfield,OL,7,OL
Brandon Whiting,DL,5,DL
Alvis Whitted,WR,7,WR
Bernard Whittington,DL,3,DL
Jason Whittle,OL,9,OL
Zach Wiegert,OL,7,OL
Casey Wiegmann,OL,12,OL
Jermaine Wiggins,TE,7,TE
Chuck Wiley,DL,5,DL
Marcellus Wiley,DL,7,DL
Jeff Wilkins,SPEC,8,SP
Terrence Wilkins,WR,5,WR
Dan Wilkinson,DL,7,DL
Aeneas Williams,DB,5,DB
Brian Williams,LB,12,LB
Charlie Williams,DB,1,DB
Dan Williams,DL,8,DL
Darryl Williams,DB,7,DB
Elijah Williams,DB,2,DB
Erik Williams,OL,2,OL
George Williams,DL,1,DL
Grant Williams,OL,5,OL
Jamal Williams,DL,11,DL
James O. Williams,OL,2,OL
Jay Williams,DL,5,DL
Jermaine Williams,RB,2,RB
K.D. Williams,LB,2,LB
Karl Williams,WR,5,WR
Kevin R. Williams,WR,1,WR
Kevin Williams,DB,15,DB
Moe Williams,RB,6,RB
Nicolas Luchey,RB,7,RB
Pat Williams,DL,11,DL
Ricky Williams,RB,10,RB
Roland Williams,TE,6,TE
Sammy Williams,OL,4,OL
Shaun Williams,DB,7,DB
Tony Williams,DL,5,DL
Tyrone M. Williams,DL,2,DL
Tyrone Williams,DB,5,DB
Wally Williams,OL,3,OL
Willie Williams,DB,6,DB
Matt Willig,OL,6,OL
Donald Willis,OL,4,OL
Al Wilson,LB,7,LB
Jerry Wilson,DB,6,DB
Reinard Wilson,DL,4,DL
Robert Wilson,WR,2,WR
Troy Wilson,DL,2,DL
Jason Wiltz,DL,1,DL
Antoine Winfield,DB,16,DB
Frank Winters,OL,3,OL
Jerry Wisne,OL,3,OL
Steve Wisniewski,OL,2,OL
Grant Wistrom,DL,7,DL
Cory Withrow,OL,9,OL
Jon Witman,RB,2,RB
Dave Wohlabaugh,OL,4,OL
Kailee Wong,LB,7,LB
Lee Woodall,LB,2,LB
Shawn Wooden,DB,4,DB
Jerome Woods,DB,5,DB
Charles Woodson,DB,15,DB
Darren Woodson,DB,4,DB
Rod Woodson,DB,4,DB
Damien Woody,OL,11,OL
Barron Wortham,LB,1,LB
Anthony Wright,QB,8,QB
Kenny Wright,DB,8,DB
Danny Wuerffel,QB,3,QB
Jerry Wunsch,OL,5,OL
Frank Wycheck,TE,4,TE
Renaldo Wynn,DL,10,DL
Craig Yeast,WR,2,WR
Bryant Young,DL,8,DL
Floyd Young,DB,1,DB
Ryan Young,OL,4,OL
Steve Zahursky,OL,2,OL
Eric Zeier,QB,1,QB
Dusty Zeigler,OL,3,OL
Joe Zelenka,TE,12,TE
Peppi Zellner,DL,5,DL
Amos Zereoue,RB,6,RB
Jeff Zgonina,DL,10,DL
Tony Hamler,WR,1,WR
Justin Lucas,DB,5,DB
Clarence Williams,RB,1,RB
Willie Jones,OL,3,OL
Duane Hawthorne,DB,3,DB
Ryan Neufeld,TE,6,TE
Robert Newkirk,DL,2,DL
Brian Waters,OL,13,OL
Don Morgan,DB,3,DB
Greg Wilkins,DL,1,DL
Reggie Davis,TE,6,TE
Phil Clarke,LB,2,LB
Cornell Green,OL,11,OL
Darrius Blevins,WR,1,WR
Barry Sims,OL,11,OL
Mike Schneck,DB,10,DB
Gaylon Hyder,DL,2,DL
Rob Murphy,OL,4,OL
Shadwick Criss,DB,1,DB
Todd McMillon,DB,5,DB
Tim Seder,SPEC,3,SP
Courtney Brown,DL,9,DL
Travis Claridge,OL,4,OL
Brad Meester,OL,14,OL
Mark Simoneau,LB,10,LB
Laveranues Coles,WR,11,WR
T.J. Slaughter,LB,7,LB
Michael Thompson,OL,3,OL
Joey Chustz,OL,1,OL
Tony Scott,DB,2,DB
Darrick Vaughn,DB,3,DB
Delbert Cowsette,DL,4,DL
Erik Olson,DB,2,DB
Rob Meier,DL,9,DL
Shyrone Stith,RB,3,RB
Lewis Kelly,OL,5,OL
Maurice Smith,RB,7,RB
Eric Johnson,DB,11,DB
Dwight Johnson,DL,2,DL
Earl Riley,DB,1,DB
Wayne Hampton,DL,1,DL
Roger Roesler,OL,1,OL
Josh Symonette,DB,1,DB
Micah Knorr,SPEC,5,SP
Bashir Yamini,WR,2,WR
Ronney Jenkins,RB,4,RB
Bobby Brown,WR,3,WR
Herbert Goodman,RB,2,RB
Keith Miller,LB,2,LB
Chris Coleman,WR,3,WR
Billy Volek,QB,12,QB
Chris Bober,OL,7,OL
Jack Golden,LB,4,LB
Chris Ziemann,OL,1,OL
John Baker,SPEC,2,SP
Steve Gleason,LB,7,LB
Trevor Insley,WR,2,WR
Jamel White,RB,6,RB
Jake Moreland,TE,2,TE
Terrence Dupree,TE,1,TE
Ronnie Heard,DB,6,DB
Thomas Washington,DL,1,DL
Joe Perez,WR,2,WR
Josh Rawlings,OL,1,OL
Ryan Johanningmeier,OL,1,OL
Doug Johnson,QB,7,QB
Dallas Neil,SPEC,1,SP
Matt O'Neal,OL,1,OL
Casey Crawford,TE,3,TE
Ray Green,DB,4,DB
Deveron Harper,DB,4,DB
Michael Hawkes,LB,2,LB
Kerry Hood,WR,1,WR
Brad Hoover,RB,10,RB
Reggie Howard,DB,8,DB
Giradie Mercer,DL,3,DL
Scottie Montgomery,WR,3,WR
LaVell Boyd,WR,1,WR
Armegis Spearman,LB,4,LB
Chris Daniels,WR,1,WR
Earthwind Moreland,DB,3,DB
Todd Yoder,TE,9,TE
Ainsley Battles,DB,4,DB
Hank Fraley,OL,11,OL
Dan Kreider,RB,10,RB
Al Lucas,DL,2,DL
Donnel Thompson,LB,3,LB
Destry Wright,RB,1,RB
Derek Rackley,TE,8,TE
Marlion Jackson,RB,2,RB
Kevin Lewis,LB,6,LB
Darius Clark,DB,3,DB
Bryan Johnson,RB,6,RB
Ben Gilbert,OL,2,OL
Brandon Miller,DL,2,DL
Justin Snow,TE,13,TE
Payton Williams,DB,1,DB
Travis Brown,QB,5,QB
Ty Wise,OL,1,OL
Brody Liddiard,TE,4,TE
Andy Vincent,OL,2,OL
Maurice Anderson,DL,1,DL
Terrance Beadles,OL,1,OL
Adam Davis,OL,1,OL
Shockmain Davis,WR,1,WR
Chris Eitzmann,TE,1,TE
Reggie Grimes,DL,1,DL
Lonie Paxton,LB,12,LB
Ula Tuitele,LB,2,LB
